"file_time","timediff","sample_id","series","vessel","seriavessel","numbers","total_cells","viable_cells","viability","total_cells_per_ml","viable_cells_per_ml","average_diameter","average_circularity"
"2021-01-16 20:12:06.247+03",144,"207050121_v9_d6_m1","207050121","v9","207050121-v9","1",4482,4416,98.5,12.9,12.7,16.3,0.899
"2021-01-16 19:57:12.541+03",144,"207050121_v7_d6_m2","207050121","v7","207050121-v7","2",5126,5082,99.1,14.7,14.6,16.4,0.88
"2021-01-16 19:53:42.688+03",144,"207050121_v8_d6_m1","207050121","v8","207050121-v8","1",4754,4698,98.8,13.7,13.5,16.3,0.903
"2021-01-16 19:44:24.76+03",144,"207050121_v7_d6_m1","207050121","v7","207050121-v7","1",2893,2854,98.7,8.31,8.2,16.4,0.901
"2021-01-16 18:46:24.255+03",81,"485050121R_v6tu_d4_m1","485050121R","v6tu","485050121R-v6tu","1",3965,2214,55.8,2.28,1.27,15.4,0.829
"2021-01-16 18:36:17.515+03",55,"485080221R_v2_d2_e1","485080221R","v2","485080221R-v2","1",4334,4250,98.1,2.49,2.44,17.2,0.871
"2021-01-16 14:26:34.698+03",0,"207090221_f125tu_0d","207090221","f125tu","207090221-f125tu","0",443,364,82.2,0.255,0.209,15.2,0.891
"2021-01-16 13:56:39.455+03",1155,"v4___","v4","","v4-","",1050,834,79.4,0.604,0.479,16.6,0.826
"2021-01-16 13:53:06.574+03",0,"v3__","v3","","v3-","",1308,1270,97.1,0.752,0.73,16.2,0.788
"2021-01-16 13:01:25.885+03",23,"207090221_f125_1d","207090221","f125","207090221-f125","1",928,781,84.2,0.533,0.449,14.9,0.898
"2021-01-16 11:17:08.657+03",0,"Unknown161","Unknown161","","Unknown161-","161",1173,1106,94.3,0.674,0.636,19,0.751
"2021-01-16 11:13:40.34+03",102,"v1_","v1","","v1-","",1159,1101,95,0.666,0.633,18,0.803
"2021-01-16 11:03:37.371+03",15,"485080221R_v4_d1_m2","485080221R","v4","485080221R-v4","2",1046,881,84.2,0.601,0.506,16.4,0.813
"2021-01-16 11:00:06.303+03",34,"485080221R_v3_d1_e1","485080221R","v3","485080221R-v3","1",1045,1010,96.7,0.601,0.581,16.3,0.81
"2021-01-16 10:56:31.038+03",47,"485080221R_v2_d2_m1","485080221R","v2","485080221R-v2","1",3609,3526,97.7,2.07,2.03,17.3,0.869
"2021-01-16 10:52:54.913+03",11,"485080221R_v1_d1_m1","485080221R","v1","485080221R-v1","1",1144,1086,94.9,0.658,0.624,18.3,0.789
"2021-01-16 10:35:35.357+03",23,"207060121_v5tu_1d_m1","207060121","v5tu","207060121-v5tu","1",1928,1918,99.5,1.11,1.1,15.1,0.898
"2021-01-16 08:20:01.663+03",132,"207050121_v9_d5_e1","207050121","v9","207050121-v9","1",4558,4501,98.7,13.1,12.9,16,0.889
"2021-01-16 08:16:31.847+03",132,"207050121_v8_d5_e1","207050121","v8","207050121-v8","1",4915,4872,99.1,14.1,14,16,0.881
"2021-01-16 08:12:59.973+03",132,"207050121_v7_d5_e1","207050121","v7","207050121-v7","1",4948,4912,99.3,14.2,14.1,16,0.886
"2021-01-16 07:37:50.555+03",12,"485080221R_v4_d1_m1","485080221R","v4","485080221R-v4","1",1118,973,87,0.643,0.559,16.7,0.821
"2021-01-16 07:19:13.686+03",134,"485050121R_v6_d4_m1","485050121R","v6","485050121R-v6","1",4337,2650,61.1,2.49,1.52,15.8,0.831
"2021-01-16 06:53:34.619+03",0,"207080221_f2000_d0","207080221","f2000","207080221-f2000","0",620,615,99.2,0.356,0.354,14.6,0.897
"2021-01-16 04:35:23.392+03",24,"485040221_f1000_d1","485040221","f1000","485040221-f1000","1",1452,1425,98.1,0.835,0.819,18.3,0.855
"2021-01-16 04:29:01.699+03",48,"207080221_f500_d2","207080221","f500","207080221-f500","2",3578,3555,99.4,2.06,2.04,14.9,0.898
"2021-01-15 23:15:44.751+03",22,"485080221R_v3_d1_m1","485080221R","v3","485080221R-v3","1",825,774,93.8,0.474,0.445,16.3,0.778
"2021-01-15 23:09:16.765+03",36,"485080221R_v2_d1_e1","485080221R","v2","485080221R-v2","1",2954,2875,97.3,1.7,1.65,17.3,0.85
"2021-01-15 22:59:57.147+03",0,"485080221R_v1_d0_e1","485080221R","v1","485080221R-v1","1",1198,1171,97.7,0.689,0.673,18.2,0.69
"2021-01-15 22:23:37.048+03",11,"207060121_v5tu_d0_e1","207060121","v5tu","207060121-v5tu","1",1207,1199,99.3,0.694,0.689,15.4,0.894
"2021-01-15 19:18:04.237+03",8,"485080221_v2_1d_e2","485080221","v2","485080221-v2","2",2802,2736,97.6,1.61,1.57,17.1,0.841
"2021-01-15 19:14:31.301+03",0,"485080221R_v4_0d_e1","485080221R","v4","485080221R-v4","1",1082,1033,95.5,0.622,0.594,16.8,0.795
"2021-01-15 18:56:05.29+03",122,"485050121R_v6_3d_e1","485050121R","v6","485050121R-v6","1",3915,2495,63.7,2.25,1.43,16.3,0.825
"2021-01-15 18:20:20.774+03",118,"207050121_v9_d5_m1","207050121","v9","207050121-v9","1",4383,4342,99.1,12.6,12.5,15.2,0.898
"2021-01-15 18:15:28.088+03",118,"207050121_v8_d5_m1","207050121","v8","207050121-v8","1",4443,4397,99,12.8,12.6,15.2,0.897
"2021-01-15 18:09:44.714+03",118,"207050121_v7_d5_m1","207050121","v7","207050121-v7","1",4497,4470,99.4,12.9,12.8,15.2,0.898
"2021-01-15 14:30:50.837+03",13,"485080221R_v3_0d_e1","485080221R","v3","485080221R-v3","1",1023,1009,98.6,0.588,0.58,16.9,0.807
"2021-01-15 14:12:06.879+03",3,"485080221_v2_1d_e1","485080221","v2","485080221-v2","1",2322,2276,98,1.33,1.31,17.3,0.847
"2021-01-15 13:27:17.73+03",0,"207090221_f125_0d","207090221","f125","207090221-f125","0",745,731,98.1,0.428,0.42,14.9,0.874
"2021-01-15 10:56:08.471+03",0,"485080221_v2_1d_m1","485080221","v2","485080221-v2","1",2232,2191,98.2,1.28,1.26,17.6,0.818
"2021-01-15 10:50:22.21+03",115,"485010121_v1_0d_m1","485010121","v1","485010121-v1","1",990,970,98,0.569,0.558,17.1,0.727
"2021-01-15 10:44:42.337+03",0,"207060121_v5tu_d0_m1","207060121","v5tu","207060121-v5tu","1",824,821,99.6,0.474,0.472,15.3,0.899
"2021-01-15 07:24:50.665+03",107,"207050121_v9_d4_e1","207050121","v9","207050121-v9","1",10102,10037,99.4,11.6,11.5,15.5,0.886
"2021-01-15 07:21:13.65+03",107,"207050121_v8_d4_e1","207050121","v8","207050121-v8","1",10134,10098,99.6,11.7,11.6,15.6,0.885
"2021-01-15 07:17:38.353+03",108,"207050121_v7_d4_e1","207050121","v7","207050121-v7","1",10470,10429,99.6,12,12,15.5,0.882
"2021-01-15 06:58:41.683+03",0,"485020121_v4_d0_m3","485020121","v4","485020121-v4","3",1057,1028,97.3,0.608,0.591,16,0.787
"2021-01-15 06:37:55.63+03",109,"485050121R_v6_d3_m1","485050121R","v6","485050121R-v6","1",4049,2856,70.5,2.33,1.64,17.5,0.848
"2021-01-15 05:45:30.004+03",62,"485020121_f2000_d3_1","485020121","f2000","485020121-f2000","1",4455,4355,97.8,2.56,2.5,18.6,0.878
"2021-01-15 05:34:52.081+03",0,"207060120_v5_d1_m2","207060120","v5","207060120-v5","2",1285,1278,99.5,0.739,0.735,15.5,0.898
"2021-01-15 05:31:25.977+03",0,"Unknown160","Unknown160","","Unknown160-","160",1236,1229,99.4,0.71,0.706,15.3,0.901
"2021-01-15 04:52:15.026+03",0,"207060120_v5_d1_m1","207060120","v5","207060120-v5","1",1208,1201,99.4,0.694,0.69,15.5,0.901
"2021-01-15 04:02:49.587+03",0,"485040221_f1000_d0","485040221","f1000","485040221-f1000","0",725,710,97.9,0.417,0.408,17.5,0.889
"2021-01-15 02:39:44.711+03",69,"485040221_f250_d3_2","485040221","f250","485040221-f250","2",4377,4295,98.1,2.52,2.47,17.8,0.878
"2021-01-15 02:17:25.79+03",21,"207080221_f500_d1","207080221","f500","207080221-f500","1",1380,1361,98.6,0.793,0.782,15.6,0.885
"2021-01-15 02:13:58.683+03",69,"485040221_f250_d3_1","485040221","f250","485040221-f250","1",4281,4206,98.2,2.46,2.42,17.8,0.878
"2021-01-15 02:10:16.588+03",20,"207060121_v5_d1_m1","207060121","v5","207060121-v5","1",1122,1111,99,0.645,0.639,15.4,0.901
"2021-01-15 01:50:39.229+03",58,"485020121_f2000_d3","485020121","f2000","485020121-f2000","3",3932,3847,97.8,2.26,2.21,18.5,0.881
"2021-01-15 00:45:10.05+03",0,"485080221R_v3_d0_m1","485080221R","v3","485080221R-v3","1",808,789,97.6,0.464,0.454,16.3,0.824
"2021-01-14 23:17:51.097+03",12,"485080221R_v2_d0_e2","485080221R","v2","485080221R-v2","2",1633,1610,98.6,0.939,0.925,16.1,0.855
"2021-01-14 21:59:45.233+03",65,"485040221_f250_d3_e","485040221","f250","485040221-f250","",4028,3944,97.9,2.32,2.27,17.8,0.881
"2021-01-14 17:36:26.502+03",32,"485050121R_v6tu_d2_e5","485050121R","v6tu","485050121R-v6tu","5",4086,3297,80.7,2.35,1.9,17.9,0.847
"2021-01-14 16:18:08.981+03",296,"207030121_v12_d12_m1","207030121","v12","207030121-v12","1",5237,5094,97.3,15.1,14.6,18.8,0.899
"2021-01-14 16:05:50.806+03",31,"485050121R_v6tu_d2_e4","485050121R","v6tu","485050121R-v6tu","4",4049,3383,83.6,2.33,1.94,17.9,0.84
"2021-01-14 16:02:01.552+03",31,"485050121R_v6tu_d2_e3","485050121R","v6tu","485050121R-v6tu","3",3693,3088,83.6,2.12,1.78,18.8,0.82
"2021-01-14 15:18:37.521+03",9,"207060121_v5_d0_e1","207060121","v5","207060121-v5","1",799,792,99.1,0.459,0.455,15.2,0.9
"2021-01-14 14:58:26.658+03",91,"207050121_v9_d4_m1","207050121","v9","207050121-v9","1",2922,2892,99,8.4,8.31,15,0.895
"2021-01-14 14:54:57.933+03",91,"207050121_v8_d4_m1","207050121","v8","207050121-v8","1",2922,2896,99.1,8.4,8.32,15,0.884
"2021-01-14 14:45:46.384+03",91,"207050121_v7_d4_m1","207050121","v7","207050121-v7","1",3016,2985,99,8.67,8.58,15,0.899
"2021-01-14 14:29:32.606+03",57,"485040221_f250_d3","485040221","f250","485040221-f250","3",3223,3132,97.2,1.85,1.8,17.8,0.878
"2021-01-14 14:25:54.073+03",47,"485020121_f2000_d2","485020121","f2000","485020121-f2000","2",3344,3279,98.1,1.92,1.88,18.3,0.876
"2021-01-14 14:22:17.167+03",29,"485050121R_v6tu_d2_e1","485050121R","v6tu","485050121R-v6tu","1",4666,3816,81.8,2.68,2.19,16.3,0.773
"2021-01-14 11:17:09.413+03",0,"485010121_V1tu2_d0_e1","485010121","V1tu2","485010121-V1tu2","1",1191,1172,98.4,0.685,0.674,18,0.852
"2021-01-14 11:13:36.292+03",60,"484030121_v3tu_2d_e2","484030121","v3tu","484030121-v3tu","2",2119,396,18.7,1.22,0.228,16,0.846
"2021-01-14 11:09:56.939+03",22,"484030121_v4tu_1d_e1","484030121","v4tu","484030121-v4tu","1",2073,1973,95.2,1.19,1.13,18.7,0.859
"2021-01-14 11:06:20.162+03",0,"485050121r_v6_d1_m5","485050121r","v6","485050121r-v6","5",3872,3438,88.8,2.23,1.98,18.8,0.861
"2021-01-14 11:02:44.012+03",0,"485080221R_v2_d0m1","485080221R","v2","485080221R-v2","01",1047,1028,98.2,0.602,0.591,16.6,0.894
"2021-01-14 09:55:58.074+03",5,"perfusion_f2000_d3_m1","perfusion","f2000","perfusion-f2000","1",4845,4774,98.5,2.78,2.74,17,0.894
"2021-01-14 08:10:38.64+03",84,"207050121_v9_d3_e4","207050121","v9","207050121-v9","4",5985,5928,99,6.88,6.82,15,0.893
"2021-01-14 08:07:08.638+03",23,"485050121R_v6tu_d2_m4","485050121R","v6tu","485050121R-v6tu","4",3478,3238,93.1,2,1.86,19.7,0.841
"2021-01-14 08:03:36.27+03",84,"207050121_v8_d3_e3","207050121","v8","207050121-v8","3",5546,5490,99,6.38,6.31,14.9,0.898
"2021-01-14 07:59:18.577+03",84,"207050121_v7_d3_e2","207050121","v7","207050121-v7","2",5870,5821,99.2,6.75,6.69,15,0.898
"2021-01-14 05:57:34.149+03",0,"207060121_v5_d0_m1","207060121","v5","207060121-v5","1",562,559,99.5,0.323,0.321,14.9,0.895
"2021-01-14 05:37:54.855+03",285,"207030121_v11_d12_m2","207030121","v11","207030121-v11","2",6986,6835,97.8,20.1,19.6,18.6,0.892
"2021-01-14 05:21:25.798+03",84,"485050121R_v6_d2_e4","485050121R","v6","485050121R-v6","4",3476,3259,93.8,2,1.87,19.1,0.846
"2021-01-14 04:31:01.279+03",82,"207060120_v1_d1_m3","207060120","v1","207060120-v1","3",6948,6916,99.5,3.99,3.98,15.3,0.895
"2021-01-14 04:27:31.451+03",0,"207080221_f500_d0","207080221","f500","207080221-f500","0",528,513,97.2,0.304,0.295,14.9,0.892
"2021-01-14 04:24:05.814+03",47,"485040221_f250_d2_m1","485040221","f250","485040221-f250","1",2888,2828,97.9,1.66,1.63,17.7,0.879
"2021-01-14 04:20:29.36+03",0,"perfusion_f2000_d2_m1","perfusion","f2000","perfusion-f2000","1",4212,4160,98.8,2.42,2.39,17.2,0.892
"2021-01-14 04:16:40.957+03",37,"485020121_f2000_d1_m1","485020121","f2000","485020121-f2000","1",2722,2680,98.5,1.56,1.54,18.4,0.873
"2021-01-14 03:26:04.829+03",76,"207080221_f125tu_d3","207080221","f125tu","207080221-f125tu","3",3957,3847,97.2,2.27,2.21,15,0.896
"2021-01-14 01:25:16.13+03",167,"485050121R_v4tu_d2_m5","485050121R","v4tu","485050121R-v4tu","5",2023,1973,97.5,1.16,1.13,18.2,0.856
"2021-01-14 01:17:36.68+03",60,"485050121R_v2tu_d2_m4","485050121R","v2tu","485050121R-v2tu","4",1996,1954,97.9,1.15,1.12,18.2,0.856
"2021-01-14 01:14:00.815+03",79,"207060120_v1_d1_e3","207060120","v1","207060120-v1","3",5874,5846,99.5,3.38,3.36,15.1,0.902
"2021-01-14 01:00:58.249+03",44,"484030121_v3tu2_2d_m5","484030121","v3tu2","484030121-v3tu2","5",1792,1746,97.4,1.03,1,18,0.859
"2021-01-14 00:22:22.112+03",15,"485050121R_v6tu_d2_m3","485050121R","v6tu","485050121R-v6tu","3",3534,3335,94.4,2.03,1.92,19.3,0.752
"2021-01-13 23:27:54.606+03",14,"485050121R_v6tu_d2_m2","485050121R","v6tu","485050121R-v6tu","2",3623,3459,95.5,2.08,1.99,19.3,0.747
"2021-01-13 23:20:55.803+03",14,"485050121R_v6tu_d2_m1","485050121R","v6tu","485050121R-v6tu","1",945,913,96.6,0.543,0.525,17.9,0.721
"2021-01-13 22:11:39.149+03",9,"485010121_v1tu_d0_m2","485010121","v1tu","485010121-v1tu","2",927,906,97.7,0.533,0.521,18,0.849
"2021-01-13 20:29:22.162+03",276,"207030121_v10_d11_e1","207030121","v10","207030121-v10","1",6114,5779,94.5,17.6,16.6,18.3,0.881
"2021-01-13 19:53:43.169+03",6,"485010121_v1tu_d1_m1","485010121","v1tu","485010121-v1tu","1",2135,2089,97.8,1.23,1.2,18.5,0.794
"2021-01-13 18:35:40.949+03",70,"207050121_v9_d3_m1","207050121","v9","207050121-v9","1",4197,4165,99.2,4.83,4.79,14.7,0.898
"2021-01-13 18:29:46.557+03",71,"207050121_v8_d3_m1","207050121","v8","207050121-v8","1",4188,4147,99,4.81,4.77,14.9,0.895
"2021-01-13 18:16:51.648+03",71,"207050121_v7_d3_m1","207050121","v7","207050121-v7","1",4168,4140,99.3,4.79,4.76,14.7,0.9
"2021-01-13 18:04:17.929+03",50,"485010121_V1_d1_m5","485010121","V1","485010121-V1","5",1857,1807,97.3,1.07,1.04,18.5,0.785
"2021-01-13 17:49:47.067+03",0,"207060121_vtu_d2_m1","207060121","vtu","207060121-vtu","1",5518,5409,98,3.17,3.11,17.6,0.806
"2021-01-13 17:46:12.773+03",273,"207030121_v12_d11_e1","207030121","v12","207030121-v12","1",5845,5725,97.9,16.8,16.5,18.9,0.888
"2021-01-13 17:42:38.573+03",273,"207030121_v11_d11_e2","207030121","v11","207030121-v11","2",6451,6288,97.5,18.5,18.1,18.5,0.884
"2021-01-13 17:39:01.792+03",273,"207030121_v11_d11_e1","207030121","v11","207030121-v11","1",6171,6028,97.7,3.55,3.47,18.5,0.882
"2021-01-13 17:35:28.573+03",8,"485050121R_v6tu_d1_e3","485050121R","v6tu","485050121R-v6tu","3",3125,2946,94.3,1.8,1.69,18.9,0.819
"2021-01-13 17:29:56.014+03",8,"485050121R_v6tu_d1_e2","485050121R","v6tu","485050121R-v6tu","2",2954,2747,93,1.7,1.58,19,0.767
"2021-01-13 17:14:07.065+03",8,"485050121R_v6tu_d1_e1","485050121R","v6tu","485050121R-v6tu","1",2861,2692,94.1,1.64,1.55,18.9,0.8
"2021-01-13 13:09:02.821+03",0,"485010121_v1tu_d0_e1","485010121","v1tu","485010121-v1tu","1",1804,1767,97.9,1.04,1.02,18.7,0.743
"2021-01-13 13:05:28.218+03",0,"484030121_v4tu_d0_e2","484030121","v4tu","484030121-v4tu","2",1623,1589,97.9,0.933,0.913,18.5,0.785
"2021-01-13 13:01:53.327+03",37,"484030121_v3tu_d1_e2","484030121","v3tu","484030121-v3tu","2",1631,1588,97.4,0.938,0.913,18.7,0.717
"2021-01-13 12:54:45.808+03",37,"484030121_v3tu_d0_e1","484030121","v3tu","484030121-v3tu","1",1569,1527,97.3,0.902,0.878,18.5,0.762
"2021-01-13 08:48:48.49+03",0,"485050121R_v6tu_d1_m1","485050121R","v6tu","485050121R-v6tu","1",2797,2709,96.9,1.61,1.56,19.1,0.799
"2021-01-13 08:43:05.773+03",0,"207060121_v1tu_d1_e1","207060121","v1tu","207060121-v1tu","1",3357,3337,99.4,1.93,1.92,15.2,0.903
"2021-01-13 08:19:28.901+03",264,"207030121_v12_d11_m3","207030121","v12","207030121-v12","3",5931,5819,98.1,17,16.7,18.9,0.889
"2021-01-13 08:13:57.071+03",264,"207030121_v11_d11_m2","207030121","v11","207030121-v11","2",6384,6267,98.2,18.3,18,18.5,0.885
"2021-01-13 08:06:56.031+03",264,"207030121_v10_d11_m1","207030121","v10","207030121-v10","1",6167,5864,95.1,17.7,16.9,18.3,0.888
"2021-01-13 07:38:10.259+03",26,"485040221_f250_d1_1","485040221","f250","485040221-f250","1",1673,1628,97.3,0.962,0.936,17.6,0.881
"2021-01-13 07:34:36.317+03",31,"Perfusion_f2000_d1_1","Perfusion","f2000","Perfusion-f2000","1",2427,2392,98.6,1.4,1.37,17.7,0.887
"2021-01-13 07:31:03.359+03",56,"207080221_f125tu_d2_1","207080221","f125tu","207080221-f125tu","1",2204,2083,94.5,1.27,1.2,15.2,0.897
"2021-01-13 06:30:45.38+03",58,"207050121_v9_d2_e3","207050121","v9","207050121-v9","3",5084,5045,99.2,2.92,2.9,14.9,0.896
"2021-01-13 06:23:53.522+03",58,"207050121_v8_d2_e2","207050121","v8","207050121-v8","2",4839,4801,99.2,2.78,2.76,14.9,0.896
"2021-01-13 06:18:24.452+03",59,"207050121_v7_d2_e1","207050121","v7","207050121-v7","1",5484,5455,99.5,3.15,3.14,14.8,0.898
"2021-01-13 02:39:41.525+03",37,"485050121R_v2tu_d2_m1","485050121R","v2tu","485050121R-v2tu","1",1203,926,77,0.692,0.532,18.6,0.877
"2021-01-13 02:25:00.427+03",27,"484030121_v3tu_1d_m4","484030121","v3tu","484030121-v3tu","4",1170,1138,97.3,0.673,0.654,18.2,0.825
"2021-01-13 02:20:48.474+03",27,"484030121_v3tu_1d_m3","484030121","v3tu","484030121-v3tu","3",1404,1379,98.2,0.807,0.793,18.1,0.795
"2021-01-12 23:59:46.147+03",0,"484030121_v4_d1_m1","484030121","v4","484030121-v4","1",1022,1001,97.9,0.587,0.575,17.9,0.816
"2021-01-12 23:10:42.197+03",31,"485010121_V1_D2_M4","485010121","V1","485010121-V1","4",1090,1068,98,0.627,0.614,18.2,0.811
"2021-01-12 23:07:06.097+03",31,"485010121_V1_D2_M3","485010121","V1","485010121-V1","3",938,923,98.4,0.539,0.531,18.1,0.807
"2021-01-12 21:30:03.913+03",16,"484030121_v3tu2_1d_m3","484030121","v3tu2","484030121-v3tu2","3",1974,1920,97.3,1.13,1.1,18.5,0.852
"2021-01-12 20:25:20.393+03",50,"207060120_v1_d1_m2","207060120","v1","207060120-v1","2",2156,2144,99.4,1.24,1.23,15.4,0.899
"2021-01-12 20:04:54.345+03",0,"485050121R_v2tu1_d1_e1","485050121R","v2tu1","485050121R-v2tu1","1",1335,1059,79.3,0.767,0.609,18.8,0.873
"2021-01-12 20:01:22.551+03",11,"485050121R_v6tu1_d0_e1","485050121R","v6tu1","485050121R-v6tu1","1",2069,1981,95.7,1.19,1.14,18.8,0.722
"2021-01-12 19:57:45.405+03",252,"207030121_v10_d10_e2","207030121","v10","207030121-v10","2",7150,6860,95.9,20.5,19.7,18,0.881
"2021-01-12 19:54:05.641+03",251,"207030121_v11_d10_e2","207030121","v11","207030121-v11","2",7511,7384,98.3,21.6,21.2,18.1,0.872
"2021-01-12 19:36:49.992+03",251,"207030121_v12_d10_e1","207030121","v12","207030121-v12","1",5981,5885,98.4,17.2,16.9,18.6,0.885
"2021-01-12 19:33:12.794+03",251,"207030121_v11_d10_e1","207030121","v11","207030121-v11","1",7053,6933,98.3,20.3,19.9,18.2,0.879
"2021-01-12 19:29:35.722+03",251,"207030121_v10_d10_e1","207030121","v10","207030121-v10","1",6535,6245,95.6,18.8,17.9,17.9,0.878
"2021-01-12 19:12:48.697+03",14,"484030121_v3tu2_d0_e1","484030121","v3tu2","484030121-v3tu2","1",1898,1819,95.8,1.09,1.05,18.9,0.761
"2021-01-12 18:31:18.941+03",46,"207050121_v9_d2_m1","207050121","v9","207050121-v9","1",3463,3426,98.9,1.99,1.97,15,0.894
"2021-01-12 18:27:47.479+03",47,"207050121_v8_d2_m1","207050121","v8","207050121-v8","1",3424,3391,99,1.97,1.95,15.1,0.895
"2021-01-12 18:24:17.119+03",47,"207050121_v7_d2_m1","207050121","v7","207050121-v7","1",3807,3784,99.4,2.19,2.18,15.2,0.882
"2021-01-12 14:51:34.697+03",0,"485020121_f2000_d0","485020121","f2000","485020121-f2000","0",797,783,98.2,0.458,0.45,17,0.837
"2021-01-12 12:48:16.858+03",0,"484020121_f1000_d3_e2","484020121","f1000","484020121-f1000","2",4138,4049,97.8,2.38,2.33,18.1,0.835
"2021-01-12 12:44:33.39+03",0,"484020121_f1000_d3_e1","484020121","f1000","484020121-f1000","1",4614,4511,97.8,2.65,2.59,18,0.828
"2021-01-12 11:34:19.397+03",12,"484030121_v3tu_0d_e1","484030121","v3tu","484030121-v3tu","1",1595,1539,96.5,0.917,0.885,18.9,0.668
"2021-01-12 10:14:17.156+03",61,"485020121_f1000_d3","485020121","f1000","485020121-f1000","3",4047,3970,98.1,2.33,2.28,18.1,0.843
"2021-01-12 08:32:53.172+03",0,"485050121R_v6tu1_d0_m1","485050121R","v6tu1","485050121R-v6tu1","1",1355,1283,94.7,0.779,0.737,18.4,0.707
"2021-01-12 08:16:11.006+03",36,"207050121_v9_d1_e1","207050121","v9","207050121-v9","1",2384,2356,98.8,1.37,1.35,15.1,0.899
"2021-01-12 08:05:36.596+03",36,"207050121_v8_d1_e1","207050121","v8","207050121-v8","1",2214,2194,99.1,1.27,1.26,15.1,0.898
"2021-01-12 07:39:13.138+03",36,"207050121_v7_d1_e1","207050121","v7","207050121-v7","1",2291,2273,99.2,1.32,1.31,15.1,0.899
"2021-01-12 07:06:32.994+03",37,"207060120_v1_d0_e1","207060120","v1","207060120-v1","1",1220,1214,99.5,0.701,0.698,15.6,0.898
"2021-01-12 06:50:36.648+03",238,"207030121_v12_d10_m1","207030121","v12","207030121-v12","1",5954,5863,98.5,17.1,16.9,18.3,0.888
"2021-01-12 06:37:59.754+03",238,"207030121_v11_d10_m1","207030121","v11","207030121-v11","1",6743,6654,98.7,19.4,19.1,17.9,0.887
"2021-01-12 06:26:07.729+03",238,"207030121_v10_d10_m1","207030121","v10","207030121-v10","1",6098,5883,96.5,17.5,16.9,17.7,0.886
"2021-01-12 06:05:26.722+03",37,"485050121R_v6_d1_e1","485050121R","v6","485050121R-v6","1",3041,2872,94.4,1.75,1.65,18.7,0.753
"2021-01-12 04:49:09.432+03",0,"485040221_f250_d0","485040221","f250","485040221-f250","0",777,753,96.9,0.447,0.433,17,0.874
"2021-01-12 04:45:36.498+03",0,"v1__","v1","","v1-","",1032,904,87.6,0.593,0.52,18,0.837
"2021-01-12 04:42:04.484+03",0,"v2___","v2","","v2-","",1322,1146,86.7,0.76,0.659,19.2,0.877
"2021-01-12 04:38:30.275+03",1050,"v6__","v6","","v6-","",2689,2467,91.7,1.55,1.42,18.5,0.783
"2021-01-12 04:34:49.989+03",0,"484030121_v3tu2_0d_m1","484030121","v3tu2","484030121-v3tu2","1",1258,1212,96.3,0.723,0.697,19,0.735
"2021-01-12 03:27:36.291+03",42,"485040221_f125_2d","485040221","f125","485040221-f125","2",2233,2144,96,1.28,1.23,17.4,0.865
"2021-01-12 02:41:20.429+03",35,"485010121_v1_d1_e1","485010121","v1","485010121-v1","1",941,833,88.5,0.541,0.479,18.1,0.859
"2021-01-12 02:37:45.233+03",13,"485050121R_v2tu_d1_m1","485050121R","v2tu","485050121R-v2tu","1",1244,1085,87.2,0.715,0.624,19.5,0.876
"2021-01-12 01:33:37.27+03",32,"485050121R_v6_d1_m4","485050121R","v6","485050121R-v6","4",2479,2335,94.2,1.42,1.34,18.8,0.681
"2021-01-12 01:20:31.605+03",32,"485050121R_v6_d1_m3","485050121R","v6","485050121R-v6","3",2615,2436,93.2,1.5,1.4,19,0.684
"2021-01-12 01:09:00.68+03",32,"485050121R_v6_d1_m2","485050121R","v6","485050121R-v6","2",2382,2202,92.4,1.37,1.27,18.9,0.725
"2021-01-12 01:05:16.237+03",2,"484030121_v3tu_1d_m2","484030121","v3tu","484030121-v3tu","2",2124,2030,95.6,1.22,1.17,18.7,0.761
"2021-01-12 00:46:08.207+03",0,"125","125","","125-","125",1977,1890,95.6,1.14,1.09,17.2,0.868
"2021-01-11 23:50:22.986+03",0,"Perfusion_f2000_0d","Perfusion","f2000","Perfusion-f2000","0",947,925,97.7,0.544,0.532,17,0.891
"2021-01-11 23:17:44.659+03",620,"485010121_f2000_4d","485010121","f2000","485010121-f2000","4",2687,941,35,1.54,0.541,16.2,0.795
"2021-01-11 23:12:40.297+03",0,"485050121R_v5_1d_e1","485050121R","v5","485050121R-v5","1",2390,2258,94.5,1.37,1.3,19.1,0.696
