"file_time","timediff","sample_id","series","vessel","seriavessel","numbers","total_cells","viable_cells","viability","total_cells_per_ml","viable_cells_per_ml","average_diameter","average_circularity"
"2020-08-01 19:11:36.532+03",71,"82100820_v8_d3_e1","82100820","v8","82100820-v8","1",6406,6356,99.2,7.36,7.31,14,0.878
"2020-08-01 19:07:14.761+03",71,"82100820_v7_d3_e1","82100820","v7","82100820-v7","1",6128,6085,99.3,7.04,7,14,0.879
"2020-08-01 18:44:13.364+03",251,"82090820_v12_d10_e1","82090820","v12","82090820-v12","1",6488,5984,92.2,18.6,17.2,16.9,0.798
"2020-08-01 15:09:56.391+03",248,"82090820_v11_d10_e2","82090820","v11","82090820-v11","2",6233,5735,92,17.9,16.5,16.4,0.845
"2020-08-01 15:02:51.226+03",248,"82090820_v10_d10_e2","82090820","v10","82090820-v10","2",5802,5425,93.5,16.7,15.6,16.5,0.86
"2020-08-01 13:43:41.091+03",246,"82090820_v11_d10_e1","82090820","v11","82090820-v11","1",6444,5998,93.1,18.5,17.2,16.7,0.81
"2020-08-01 13:37:08.842+03",246,"82090820_v10_d10_e1","82090820","v10","82090820-v10","1",6320,6014,95.2,18.2,17.3,16.9,0.829
"2020-08-01 13:27:11.332+03",21,"83220820_kolba125ml_0d'","83220820","kolba125ml","83220820-kolba125ml","0",753,732,97.2,0.433,0.421,18,0.878
"2020-08-01 13:23:43.261+03",214,"442040820R_v14_d9_m1","442040820R","v14","442040820R-v14","1",4921,4849,98.5,14.1,13.9,19.3,0.86
"2020-08-01 12:12:06.326+03",19,"83220820_kolba125ml_0d_e1","83220820","kolba125ml","83220820-kolba125ml","1",1553,1492,96.1,0.893,0.858,17.5,0.898
"2020-08-01 08:32:26.984+03",27,"82110820_v5_d0_ m1","82110820","v5","82110820-v5","1",361,345,95.6,0.415,0.397,14.6,0.86
"2020-08-01 06:35:20.817+03",70,"82100820_v9_d3_m1","82100820","v9","82100820-v9","1",9911,9845,99.3,5.7,5.66,14,0.877
"2020-08-01 06:28:27.488+03",58,"82100820_v8_d3_m1","82100820","v8","82100820-v8","1",9635,9577,99.4,5.54,5.51,14,0.875
"2020-08-01 06:21:56.647+03",59,"82100820_v7_d3_m1","82100820","v7","82100820-v7","1",9465,9396,99.3,5.44,5.4,14.1,0.86
"2020-08-01 05:37:10.539+03",238,"82090820_v12_d10_m1","82090820","v12","82090820-v12","1",6758,6418,95,19.4,18.4,16.8,0.793
"2020-08-01 05:31:41.619+03",238,"82090820_v11_d10_m1","82090820","v11","82090820-v11","1",6669,6354,95.3,19.2,18.3,16.7,0.815
"2020-08-01 05:26:02.045+03",238,"82090820_v10_d10_m1","82090820","v10","82090820-v10","1",6523,6260,96,18.7,18,17,0.799
"2020-08-01 04:32:44.919+03",23,"82110820_v5_d1_m1","82110820","v5","82110820-v5","1",1204,1191,98.9,0.692,0.685,14.3,0.866
"2020-08-01 03:21:12.619+03",23,"83210820_kolba2000ml_d1_m1","83210820","kolba2000ml","83210820-kolba2000ml","1",1217,1212,99.6,0.7,0.697,17.8,0.876
"2020-08-01 02:42:26.385+03",204,"442040820R_v14_d8_e1","442040820R","v14","442040820R-v14","1",4705,4642,98.7,13.5,13.3,18.8,0.861
"2020-07-31 19:50:17.135+03",59,"82100820_v9_d2_e1","82100820","v9","82100820-v9","1",7296,7246,99.3,4.19,4.17,13.9,0.884
"2020-07-31 19:46:07.038+03",48,"82100820_v8_d2_e1","82100820","v8","82100820-v8","1",7050,7004,99.3,4.05,4.03,14,0.881
"2020-07-31 19:41:50.785+03",48,"82100820_v7_d2_e1","82100820","v7","82100820-v7","1",7185,7141,99.4,4.13,4.1,14,0.883
"2020-07-31 18:48:23.582+03",227,"82090820_v12_d9_e1","82090820","v12","82090820-v12","1",6673,6433,96.4,19.2,18.5,16.7,0.84
"2020-07-31 18:44:47.294+03",227,"82090820_v11_d9_e1","82090820","v11","82090820-v11","1",6459,6250,96.8,18.6,18,16.7,0.832
"2020-07-31 18:41:13.587+03",227,"82090820_v10_d0_e2","82090820","v10","82090820-v10","2",6119,5948,97.2,17.6,17.1,16.9,0.848
"2020-07-31 17:08:37.254+03",11,"82110820_v5_d0_e1","82110820","v5","82110820-v5","1",711,695,97.7,0.409,0.399,14.8,0.866
"2020-07-31 16:16:09.635+03",0,"83220820_kolba125ml_0d","83220820","kolba125ml","83220820-kolba125ml","0",981,959,97.8,0.564,0.551,15.6,0.896
"2020-07-31 14:14:47.263+03",191,"442040820R_v14_d8_m1","442040820R","v14","442040820R-v14","1",4869,4817,98.9,14,13.8,18.6,0.857
"2020-07-31 07:28:03.487+03",47,"82100820_v9_d2_m1","82100820","v9","82100820-v9","1",4536,4501,99.2,2.61,2.59,14.2,0.876
"2020-07-31 07:18:57.253+03",35,"82100820_v8_d2_m1","82100820","v8","82100820-v8","1",4270,4231,99.1,2.45,2.43,14.2,0.879
"2020-07-31 07:07:03.673+03",35,"82100820_v7_d2_m1","82100820","v7","82100820-v7","1",4635,4584,98.9,2.66,2.63,14.3,0.875
"2020-07-31 06:00:51.609+03",214,"82090820_v12_d9_m1","82090820","v12","82090820-v12","1",6374,6195,97.2,18.3,17.8,16.5,0.842
"2020-07-31 05:54:41.212+03",214,"82090820_v11_d9_m1","82090820","v11","82090820-v11","1",6661,6471,97.1,19.1,18.6,16.4,0.849
"2020-07-31 05:46:08.171+03",214,"82090820_v10_d9_m1","82090820","v10","82090820-v10","1",6015,5890,97.9,17.3,16.9,16.6,0.849
"2020-07-31 05:23:11.115+03",0,"82110820_v5_d0_m1","82110820","v5","82110820-v5","1",324,306,94.4,0.372,0.352,13.6,0.88
"2020-07-31 04:03:14.339+03",181,"442040820R_v14_d7_e1","442040820R","v14","442040820R-v14","1",5162,5108,99,14.8,14.7,18.1,0.858
"2020-07-31 03:57:11.586+03",96,"82110820_v2_d3_m1","82110820","v2","82110820-v2","1",4171,4125,98.9,4.8,4.74,13.8,0.884
"2020-07-31 03:42:30.839+03",0,"83210820_kolba2000ml_d0_m1","83210820","kolba2000ml","83210820-kolba2000ml","1",555,552,99.5,0.319,0.317,16.2,0.906
"2020-07-31 01:41:53.652+03",72,"83210820_kolba500ml_d3_m2","83210820","kolba500ml","83210820-kolba500ml","2",7024,6982,99.4,4.04,4.01,16.5,0.901
"2020-07-30 19:24:50.793+03",35,"82100820_v9_d1_e1","82100820","v9","82100820-v9","1",2554,2529,99,1.47,1.45,14.4,0.874
"2020-07-30 19:20:25.331+03",23,"82100820_v8_d1_e1","82100820","v8","82100820-v8","1",2437,2412,99,1.4,1.39,14.5,0.875
"2020-07-30 19:15:18.739+03",23,"82100820_v7_d1_e1","82100820","v7","82100820-v7","1",2567,2540,98.9,1.48,1.46,14.5,0.872
"2020-07-30 19:06:11.028+03",203,"82090820_v12_d8_e1","82090820","v12","82090820-v12","1",6327,6212,98.2,18.2,17.9,16.5,0.858
"2020-07-30 19:01:44.275+03",203,"82090820_v11_d8_e1","82090820","v11","82090820-v11","1",6640,6495,97.8,19.1,18.7,16.4,0.864
"2020-07-30 18:57:21.312+03",204,"82090820_v10_d8_e1","82090820","v10","82090820-v10","1",6217,6111,98.3,17.9,17.6,16.8,0.858
"2020-07-30 15:11:05.453+03",22,"82110820_v2'_d2_e1","82110820","v2'","82110820-v2'","1",5948,5900,99.2,3.42,3.39,14,0.87
"2020-07-30 14:04:00.855+03",167,"442040820R_v14_d7_m1","442040820R","v14","442040820R-v14","1",5598,5567,99.4,16.1,16,17.4,0.858
"2020-07-30 07:53:38.497+03",23,"82100820_v9_d1_m1","82100820","v9","82100820-v9","1",1476,1463,99.1,0.848,0.841,14.4,0.879
"2020-07-30 07:50:13.483+03",12,"82100820_v8_d1_m1","82100820","v8","82100820-v8","1",1397,1377,98.6,0.803,0.792,14.4,0.876
"2020-07-30 07:46:46.061+03",12,"82100820_v7_d1_m1","82100820","v7","82100820-v7","1",1480,1459,98.6,0.851,0.839,14.4,0.876
"2020-07-30 07:22:50.237+03",191,"82090820_v12_d8_m1","82090820","v12","82090820-v12","1",6423,6321,98.4,18.5,18.2,16.5,0.858
"2020-07-30 07:19:20.085+03",192,"82090820_v11_d8_m2","82090820","v11","82090820-v11","2",5855,5756,98.3,16.8,16.5,16.4,0.869
"2020-07-30 07:15:41.758+03",192,"82090820_v10_d8_m1","82090820","v10","82090820-v10","1",5325,5227,98.2,15.3,15,16.6,0.861
"2020-07-30 02:01:31.059+03",71,"82110820_v2_d'2_m1","82110820","v2","82110820-v2","1",3983,3946,99.1,2.29,2.27,14,0.884
"2020-07-30 01:57:59.473+03",155,"442040820R_v14_d6_e2","442040820R","v14","442040820R-v14","2",4879,4859,99.6,14,14,17.2,0.872
"2020-07-30 01:54:30.437+03",155,"442040820R_v14_d6_e1","442040820R","v14","442040820R-v14","1",2221,2204,99.2,12.8,12.7,17.1,0.875
"2020-07-30 01:38:14.812+03",48,"83210820_kolba500ml_d2_m1","83210820","kolba500ml","83210820-kolba500ml","1",3153,3078,97.6,1.81,1.77,16.7,0.892
"2020-07-29 19:34:50.326+03",11,"82100820_v9_d0_e1","82100820","v9","82100820-v9","1",836,827,98.9,0.481,0.475,14.7,0.865
"2020-07-29 19:28:50.049+03",0,"82100820_v8_d0_e1","82100820","v8","82100820-v8","1",879,874,99.4,0.505,0.502,14.9,0.84
"2020-07-29 19:21:23.524+03",0,"82100820_v7_d0_e1","82100820","v7","82100820-v7","1",874,864,98.9,0.502,0.497,14.7,0.866
"2020-07-29 19:15:38.585+03",179,"82090820_v12_d7_e1","82090820","v12","82090820-v12","1",6121,6017,98.3,17.6,17.3,15.9,0.865
"2020-07-29 19:11:20.314+03",180,"82090820_v11_d7_e1","82090820","v11","82090820-v11","1",5779,5686,98.4,16.6,16.3,16,0.867
"2020-07-29 19:05:58.913+03",180,"82090820_v10_d7_e1","82090820","v10","82090820-v10","1",13844,13723,99.1,15.9,15.8,16.4,0.86
"2020-07-29 16:11:25.202+03",0,"82110820_v2'_d1_e1","82110820","v2'","82110820-v2'","1",3008,2985,99.2,1.73,1.72,14.1,0.883
"2020-07-29 14:52:41.481+03",144,"442040820R_v14_d6_m1","442040820R","v14","442040820R-v14","1",11694,11663,99.7,13.4,13.4,16.8,0.882
"2020-07-29 07:58:30.182+03",0,"82100820_v9_d0_m5","82100820","v9","82100820-v9","5",646,643,99.5,0.371,0.37,13.3,0.902
"2020-07-29 07:50:43.474+03",0,"82100820_v11_d0_m4","82100820","v11","82100820-v11","4",639,633,99.1,0.367,0.364,13,0.904
"2020-07-29 07:44:06.016+03",0,"82100820_v10_d0_m3","82100820","v10","82100820-v10","3",672,659,98.1,0.386,0.379,13,0.906
"2020-07-29 07:03:15.937+03",112,"82100820_v3_d3_e2","82100820","v3","82100820-v3","2",6999,6947,99.3,8.05,7.99,13.8,0.875
"2020-07-29 06:08:22.726+03",166,"82090820_v12_d7_m5","82090820","v12","82090820-v12","5",5517,5460,99,15.9,15.7,15.8,0.877
"2020-07-29 06:02:52.7+03",166,"82090820_v11_d7_m3","82090820","v11","82090820-v11","3",5505,5440,98.8,15.8,15.6,15.8,0.877
"2020-07-29 05:56:41.391+03",167,"82090820_v10_d7_m2","82090820","v10","82090820-v10","2",4999,4958,99.2,14.4,14.2,16.1,0.865
"2020-07-29 03:13:24.9+03",48,"82110820_v2_d1'_m2","82110820","v2","82110820-v2","2",1703,1686,99,0.979,0.969,14.4,0.886
"2020-07-29 03:09:58.643+03",25,"83210820_kolba500ml_d2","83210820","kolba500ml","83210820-kolba500ml","2",1162,1147,98.7,0.668,0.659,17.1,0.884
"2020-07-29 02:55:59.865+03",132,"442040820R_v14_d5_e2","442040820R","v14","442040820R-v14","2",4392,4383,99.8,12.6,12.6,16.4,0.883
"2020-07-28 19:10:25.673+03",155,"82090820_v12_d6_e1","82090820","v12","82090820-v12","1",4848,4795,98.9,13.9,13.8,16.1,0.873
"2020-07-28 19:05:17.844+03",155,"82090820_v11_d6_e1","82090820","v11","82090820-v11","1",4836,4786,99,13.9,13.8,16.1,0.872
"2020-07-28 18:59:29.112+03",156,"82090820_v10_d6_e1","82090820","v10","82090820-v10","1",4486,4436,98.9,12.9,12.7,16.3,0.862
"2020-07-28 18:51:23.662+03",99,"82100820_v3_d3_m1","82100820","v3","82100820-v3","1",5957,5902,99.1,6.85,6.79,13.9,0.869
"2020-07-28 15:23:42.889+03",36,"82110820_v2_d0'_e1","82110820","v2","82110820-v2","1",1093,1086,99.4,0.628,0.624,14.6,0.88
"2020-07-28 14:02:04.713+03",119,"442040820R_v14_d5_m1","442040820R","v14","442040820R-v14","1",4451,4435,99.6,12.8,12.7,15.3,0.885
"2020-07-28 13:04:21.455+03",247,"90290720_v8_d10_e2","90290720","v8","90290720-v8","2",2747,1966,71.6,7.9,5.65,17.3,0.876
"2020-07-28 07:22:14.098+03",88,"82100820_v3_d2_e2","82100820","v3","82100820-v3","2",4431,4397,99.2,5.09,5.05,13.7,0.875
"2020-07-28 07:13:50.756+03",143,"82090820_v12_d6_m1","82090820","v12","82090820-v12","1",4350,4279,98.4,12.5,12.3,15.9,0.876
"2020-07-28 07:08:35.814+03",143,"82090820_v11_d6_m1","82090820","v11","82090820-v11","1",4691,4641,98.9,13.5,13.3,15.8,0.876
"2020-07-28 07:02:01.599+03",144,"82090820_v10_d6_m1","82090820","v10","82090820-v10","1",4253,4207,98.9,12.2,12.1,15.9,0.871
"2020-07-28 05:34:13.772+03",239,"90290720_v8_d10_m1","90290720","v8","90290720-v8","1",7213,5623,78,8.29,6.46,17.4,0.869
"2020-07-28 03:08:45.025+03",24,"82110820_v2_d0'_m1","82110820","v2","82110820-v2","1",651,635,97.5,0.374,0.365,14.6,0.88
"2020-07-28 03:04:54.8+03",108,"442040820R_v14_d4_e1","442040820R","v14","442040820R-v14","1",9528,9495,99.7,11,10.9,15.4,0.885
"2020-07-28 01:48:35.066+03",22,"82110820_v2_d1_m1","82110820","v2","82110820-v2","1",1278,1262,98.7,0.735,0.725,14.7,0.882
"2020-07-28 01:17:22.904+03",0,"83210820_kolba500ml_d0","83210820","kolba500ml","83210820-kolba500ml","0",465,449,96.6,0.267,0.258,16.2,0.872
"2020-07-27 23:49:07.454+03",53,"83210820_kolba125_d3","83210820","kolba125","83210820-kolba125","3",3381,3321,98.2,3.89,3.82,16.3,0.899
"2020-07-27 20:18:41.635+03",49,"83210820_kolba125_d2_e1","83210820","kolba125","83210820-kolba125","1",3019,2923,96.8,3.47,3.36,16.6,0.876
"2020-07-27 19:58:43.908+03",77,"82100820_v3_d2_m1","82100820","v3","82100820-v3","1",3634,3587,98.7,4.18,4.12,14.3,0.872
"2020-07-27 18:02:33.967+03",130,"82090820_v12_d5_e1","82090820","v12","82090820-v12","1",6026,5907,98,13.9,13.6,15.3,0.863
"2020-07-27 17:56:52.17+03",130,"82090820_v11_d5_e1","82090820","v11","82090820-v11","1",5667,5571,98.3,13,12.8,15.4,0.871
"2020-07-27 17:52:26.812+03",130,"82090820_v10_d5_e1","82090820","v10","82090820-v10","1",5546,5467,98.6,12.8,12.6,15.4,0.867
"2020-07-27 17:46:34.614+03",227,"90290720_v8_d9_e1","90290720","v8","90290720-v8","1",7373,6125,83.1,8.48,7.04,17.5,0.878
"2020-07-27 16:06:00.722+03",13,"82110820_v2_d0_e1","82110820","v2","82110820-v2","1",827,818,98.9,0.475,0.47,14.6,0.873
"2020-07-27 15:46:30.471+03",12,"82110820_v2_d0","82110820","v2","82110820-v2","0",951,553,58.1,1.09,0.636,12.3,0.629
"2020-07-27 15:34:11.362+03",0,"Unknown114","Unknown114","","Unknown114-","114",818,797,97.4,0.47,0.458,14.4,0.876
"2020-07-27 15:30:33.345+03",96,"442040820R_v14_d4","442040820R","v14","442040820R-v14","4",4138,4100,99.1,9.51,9.43,15.3,0.877
"2020-07-27 07:51:15.176+03",64,"82100820_v3_d1'_e1","82100820","v3","82100820-v3","1",3985,3951,99.1,2.29,2.27,13.8,0.889
"2020-07-27 06:17:54.585+03",118,"82090820_v12_d5_m1","82090820","v12","82090820-v12","1",4720,4677,99.1,13.6,13.4,14.1,0.871
"2020-07-27 06:10:36.947+03",119,"82090820_v11_d5_m1","82090820","v11","82090820-v11","1",4495,4467,99.4,12.9,12.8,14,0.889
"2020-07-27 06:06:52.216+03",119,"82090820_v10_d5_m1","82090820","v10","82090820-v10","1",4090,4050,99,11.8,11.6,14.1,0.887
"2020-07-27 05:56:00.086+03",215,"90290720_v8_d9_m1","90290720","v8","90290720-v8","1",7447,6458,86.7,8.56,7.42,17.8,0.869
"2020-07-27 02:58:43.46+03",0,"82110820_v2_d0_m1","82110820","v2","82110820-v2","1",551,547,99.3,0.317,0.314,13.5,0.882
"2020-07-27 02:45:31.107+03",84,"442040820R_v14_d3_e1","442040820R","v14","442040820R-v14","1",5650,5620,99.5,6.5,6.46,14.6,0.891
"2020-07-27 02:04:49.56+03",69,"82110820_kolba2000ml_d3","82110820","kolba2000ml","82110820-kolba2000ml","3",6996,6932,99.1,4.02,3.98,14,0.866
"2020-07-26 20:24:03.538+03",25,"83210820_kolba125_d1'_m5","83210820","kolba125","83210820-kolba125","5",1886,1780,94.4,1.08,1.02,16.6,0.894
"2020-07-26 20:07:38.713+03",12,"82100820_v3'_d1_m2","82100820","v3'","82100820-v3'","2",2327,2301,98.9,1.34,1.32,14.1,0.872
"2020-07-26 19:12:47.548+03",107,"82090820_v12_d4_e4","82090820","v12","82090820-v12","4",3986,3955,99.2,11.5,11.4,14,0.888
"2020-07-26 19:08:38.102+03",107,"82090820_v11_d4_e3","82090820","v11","82090820-v11","3",3931,3900,99.2,11.3,11.2,14.1,0.891
"2020-07-26 19:03:09.639+03",108,"82090820_v10_d4_e2","82090820","v10","82090820-v10","2",3566,3531,99,10.2,10.1,14.2,0.888
"2020-07-26 18:55:36.327+03",204,"90290720_v8_d8_e2","90290720","v8","90290720-v8","2",3014,2689,89.2,8.66,7.73,18.2,0.857
"2020-07-26 13:18:18.052+03",70,"442040820R_v14_d3_m1","442040820R","v14","442040820R-v14","1",3914,3881,99.2,4.5,4.46,14.5,0.866
"2020-07-26 07:24:03.625+03",0,"82100820_v3'_d0_e1","82100820","v3'","82100820-v3'","1",1316,1300,98.8,0.756,0.747,14.4,0.86
"2020-07-26 07:16:13.495+03",95,"82090820_v12_d4_m1","82090820","v12","82090820-v12","1",9038,8969,99.2,10.4,10.3,14,0.873
"2020-07-26 07:11:15.171+03",96,"82090820_v11_d4_m1","82090820","v11","82090820-v11","1",9338,9279,99.4,10.7,10.7,14,0.875
"2020-07-26 07:06:05.962+03",96,"82090820_v10_d4_m1","82090820","v10","82090820-v10","1",8336,8275,99.3,9.58,9.51,14.2,0.872
"2020-07-26 05:23:54.172+03",191,"90290720_v8_d8_m1","90290720","v8","90290720-v8","1",8190,7508,91.7,9.42,8.63,18.2,0.861
"2020-07-26 05:20:10.084+03",167,"90290820_v8_d8_m1","90290820","v8","90290820-v8","1",7768,7158,92.1,4.47,4.11,18.2,0.863
"2020-07-26 04:15:50.092+03",47,"82110820_kolba2000ml_d2","82110820","kolba2000ml","82110820-kolba2000ml","2",3683,3652,99.2,2.12,2.1,14.2,0.869
"2020-07-26 02:13:55.331+03",59,"442040820R_v14_d2_e1","442040820R","v14","442040820R-v14","1",5751,5693,99,3.31,3.27,14.7,0.87
"2020-07-25 21:58:54.062+03",86,"82090820_v12_d3_e1","82090820","v12","82090820-v12","1",7155,7105,99.3,8.23,8.17,13.9,0.875
"2020-07-25 21:51:25.391+03",86,"82090820_v11_d3_e1","82090820","v11","82090820-v11","1",7224,7175,99.3,8.3,8.25,14,0.878
"2020-07-25 21:44:41.113+03",86,"82090820_v10_d3_e1","82090820","v10","82090820-v10","1",6775,6741,99.5,7.79,7.75,14.1,0.874
"2020-07-25 20:43:23.433+03",2,"83210820_kolba125_d0'_m4","83210820","kolba125","83210820-kolba125","4",917,832,90.7,0.527,0.478,16.9,0.862
"2020-07-25 20:07:00.447+03",182,"90290720_v8_d7_e2","90290720","v8","90290720-v8","2",7553,7035,93.1,8.68,8.09,18.3,0.857
"2020-07-25 19:50:34.453+03",28,"82100820_v3_d'0_m3","82100820","v3","82100820-v3","3",743,728,98,0.427,0.418,14.6,0.85
"2020-07-25 18:39:57.159+03",0,"83210820_kolba125_d0_e3","83210820","kolba125","83210820-kolba125","3",1672,1524,91.1,0.961,0.876,16.8,0.895
"2020-07-25 14:52:24.326+03",23,"82100820_v3_d1_m2","82100820","v3","82100820-v3","2",1185,1170,98.7,0.681,0.673,14.4,0.869
"2020-07-25 14:46:08.579+03",48,"442040820R_v14_d2_m2","442040820R","v14","442040820R-v14","2",3322,3285,98.9,1.91,1.89,14.6,0.862
"2020-07-25 06:32:13.763+03",71,"82090820_v12_d3_m1","82090820","v12","82090820-v12","1",5340,5309,99.4,6.14,6.1,13.7,0.874
"2020-07-25 06:25:23.346+03",71,"82090820_v11_d3_m1","82090820","v11","82090820-v11","1",5290,5263,99.5,6.08,6.05,13.7,0.874
"2020-07-25 06:19:04.957+03",71,"82090820_v10_d3_m1","82090820","v10","82090820-v10","1",5031,4994,99.3,5.78,5.74,13.8,0.879
"2020-07-25 05:15:27.043+03",167,"90290720_v8_d7_m1","90290720","v8","90290720-v8","1",8043,7624,94.8,9.25,8.76,17.7,0.862
"2020-07-25 04:10:09.806+03",23,"82110820_kolba2000ml_d1","82110820","kolba2000ml","82110820-kolba2000ml","1",1350,1340,99.3,0.776,0.77,14.8,0.854
"2020-07-25 02:50:39.188+03",11,"82100820_v3_d0_e1","82100820","v3","82100820-v3","1",684,667,97.5,0.393,0.383,14.6,0.858
"2020-07-25 02:44:08.902+03",36,"442040820R_v14_d1_e1","442040820R","v14","442040820R-v14","1",2038,2018,99,1.17,1.16,14.7,0.872
"2020-07-24 19:34:18.201+03",60,"82090820_v12_d2_e1","82090820","v12","82090820-v12","1",8046,7999,99.4,4.62,4.6,13.9,0.875
"2020-07-24 19:22:03+03",60,"82090820_v11_d2_e1","82090820","v11","82090820-v11","1",7573,7515,99.2,4.35,4.32,13.8,0.882
"2020-07-24 19:18:00.903+03",60,"82090820_v10_d2_e1","82090820","v10","82090820-v10","1",6901,6854,99.3,3.97,3.94,13.8,0.882
"2020-07-24 18:38:01.131+03",0,"83210820_kolba125ml_0d","83210820","kolba125ml","83210820-kolba125ml","0",927,895,96.5,0.533,0.514,15.8,0.866
"2020-07-24 18:17:49.389+03",156,"90290720_v8_d6_e1","90290720","v8","90290720-v8","1",7782,7443,95.6,8.95,8.56,18.1,0.865
"2020-07-24 14:53:09.219+03",0,"82100820_v3_d0_m1","82100820","v3","82100820-v3","1",480,469,97.7,0.276,0.27,13.3,0.885
"2020-07-24 14:41:37.495+03",24,"442040820R_v14_d1_m1","442040820R","v14","442040820R-v14","1",1165,1150,98.7,0.67,0.661,14.8,0.879
"2020-07-24 13:37:15.657+03",110,"82100820_v1_d3'_e1","82100820","v1","82100820-v1","1",4455,4407,98.9,5.12,5.07,13.8,0.883
"2020-07-24 09:22:49.443+03",106,"82100820_v1","82100820","v1","82100820-v1","1",3532,3491,98.8,4.06,4.01,13.8,0.886
"2020-07-24 07:11:04.432+03",16,"442040820R_v14_d0_e1","442040820R","v14","442040820R-v14","1",843,832,98.7,0.485,0.478,15.2,0.87
"2020-07-24 06:22:57.914+03",46,"82090820_v12_d2_m1","82090820","v12","82090820-v12","1",4547,4510,99.2,2.61,2.59,14,0.881
"2020-07-24 06:16:53.126+03",47,"82090820_v11_d2_m1","82090820","v11","82090820-v11","1",4684,4659,99.5,2.69,2.68,14,0.877
"2020-07-24 06:10:22.021+03",47,"82090820_v10_d2_m1","82090820","v10","82090820-v10","1",5932,5854,98.7,3.41,3.36,15.7,0.866
"2020-07-24 05:53:00.655+03",143,"90290720_v8_d6_m1","90290720","v8","90290720-v8","1",7669,7368,96.1,8.82,8.47,18.2,0.883
"2020-07-24 05:04:46.283+03",102,"82100820_v1_d3_m4","82100820","v1","82100820-v1","4",2736,2701,98.7,3.15,3.11,14,0.868
"2020-07-24 05:01:16.152+03",0,"82110820_kolba2000ml_d0_m1","82110820","kolba2000ml","82110820-kolba2000ml","1",616,611,99.2,0.354,0.351,13.7,0.889
"2020-07-24 01:31:52.976+03",10,"82110820_kolba500ml_3d","82110820","kolba500ml","82110820-kolba500ml","3",5763,5748,99.7,3.31,3.3,14.1,0.868
"2020-07-23 22:47:07.968+03",95,"82100820_v1_d3_m3","82100820","v1","82100820-v1","3",5900,5832,98.8,3.39,3.35,13.9,0.874
"2020-07-23 22:43:38.547+03",95,"82100820_v1_d3_m2","82100820","v1","82100820-v1","2",2838,2800,98.7,3.26,3.22,13.8,0.883
"2020-07-23 21:47:10.499+03",94,"82100820_v1_d3_m1","82100820","v1","82100820-v1","1",2511,2481,98.8,2.89,2.85,13.9,0.871
"2020-07-23 19:25:53.115+03",36,"82090820_v12_d1_e1","82090820","v12","82090820-v12","1",2752,2719,98.8,1.58,1.56,14.1,0.876
"2020-07-23 19:20:12.984+03",36,"82090820_v11_d1_e1","82090820","v11","82090820-v11","1",2723,2700,99.2,1.57,1.55,14.2,0.879
"2020-07-23 19:14:49.352+03",36,"82090820_v10_d1_e1","82090820","v10","82090820-v10","1",2604,2587,99.3,1.5,1.49,14.2,0.879
"2020-07-23 17:19:28.642+03",131,"90290720_v8_d5_e1","90290720","v8","90290720-v8","1",6487,6251,96.4,7.46,7.19,18.4,0.864
"2020-07-23 15:05:46.854+03",0,"82110820_kolba500ml_2d","82110820","kolba500ml","82110820-kolba500ml","2",4080,4068,99.7,2.35,2.34,14.2,0.87
"2020-07-23 14:36:12.954+03",0,"442040820R_v14_d0_m1","442040820R","v14","442040820R-v14","1",511,505,98.8,0.294,0.29,13.6,0.875
"2020-07-23 14:15:21.043+03",87,"82100820_v1_d2'_e2","82100820","v1","82100820-v1","2",4828,4785,99.1,2.78,2.75,13.9,0.876
"2020-07-23 14:11:37.833+03",87,"82100820_v1_d2'_e1","82100820","v1","82100820-v1","1",5030,4981,99,2.89,2.86,13.9,0.878
"2020-07-23 13:31:45.463+03",12,"442040820R_V2_3'_m1","442040820R","V2","442040820R-V2","1",5043,4994,99,5.8,5.74,14,0.889
"2020-07-23 07:19:27.634+03",23,"82090820_v12_d1_m1","82090820","v12","82090820-v12","1",920,904,98.3,1.06,1.04,14.4,0.871
"2020-07-23 07:11:56.268+03",24,"82090820_v11_d1_m1","82090820","v11","82090820-v11","1",846,828,97.9,0.973,0.952,14.4,0.877
"2020-07-23 07:05:37.972+03",24,"82090820_v10_d1_m1","82090820","v10","82090820-v10","1",860,843,98,0.989,0.969,14.5,0.871
"2020-07-23 04:33:34.642+03",118,"90290720_v8_d5_m1","90290720","v8","90290720-v8","1",6820,6585,96.6,7.84,7.57,18.2,0.872
"2020-07-23 01:30:08.455+03",0,"442040820R_V2_d2_e2","442040820R","V2","442040820R-V2","2",3957,3901,98.6,4.55,4.48,14.5,0.877
"2020-07-23 01:06:31.188+03",0,"82100820_V1_d2_m1","82100820","V1","82100820-V1","1",1846,1821,98.6,2.12,2.09,14.1,0.876
"2020-07-22 19:40:30.981+03",12,"82090820_v12_d0_e1","82090820","v12","82090820-v12","1",934,925,99,0.537,0.532,14.6,0.859
"2020-07-22 19:34:03.271+03",12,"82090820_v11_d0_e1","82090820","v11","82090820-v11","1",829,821,99,0.477,0.472,14.8,0.838
"2020-07-22 19:20:33.432+03",12,"82090820_v10_d0_e1","82090820","v10","82090820-v10","1",898,890,99.1,0.516,0.512,14.6,0.86
"2020-07-22 19:14:15.087+03",109,"90290720_v8_d4_e1","90290720","v8","90290720-v8","1",11729,11440,97.5,6.74,6.58,17.8,0.88
